"Customer","Type","Type (Online - Virtual or Physical)","Channel Category","Country Code","Nation Name","Region Name","State/Province Name","City Name","District Name","Location Name","Postal Code","Address","Group","Region Site Group Name","REP Flag","Latitude","Longitude","Initially Admitted","Updated Dttm"
"Aktau-xiaomi-Zaman","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Mangistauskaya","Aktau","","Aktau(KZ002012011)","","mkr. 11a, TC Zaman","CXXYR90YRFK07","","Y","","","2014/03/11 18:44:32","2014/10/08 16:47:48"
"Aktau-xiaomi-Zhiger","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Mangistauskaya","Aktau","","Aktau(KZ002012011)","","Магазин Актау Жигер","CXXYR90YRFK07","","Y","43.65372","51.162798","2012/09/19 18:06:58","2022/05/26 20:36:22"
"Aktau-yandex-Baiterek","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXX443009YR","","","","","2019/06/05 14:26:04","2024/05/20 03:07:09"
"Aktau-yandex-REG-WH","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXX443009YR","","","","","2018/09/21 20:10:07","2019/06/05 14:26:03"
"Aktay-vodafone-mkr-11-a","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Western","Mangistauskaya","Aktau","","Aktau(KZ002012011)","","Aktau, Mangistauskaya, KAZAKHSTAN","CXX3YR008YR6","","","","","2021/11/29 15:17:32","2023/06/05 03:06:52"
"Aktobe1-KEM-Elektron","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","","C00YR6307YR9","","","","","2014/12/19 12:43:27","2021/03/15 20:14:00"
"Aktobe2-KEM-Mega-Centr2","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","","C00YR6307YR9","","","","","2014/12/19 12:45:19","2021/03/15 20:14:00"
"Aktobe-3-DPD-Aray","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","г. Актобе ул. Т.Ахтанова, 48  ТД ""Ар","CXX3YR00800","","Y","","","2019/03/19 18:40:23","2024/05/03 17:47:44"
"Aktobe3-KEM-Vokzal","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","","C00YR6307YR9","","","","","2014/12/19 12:45:19","2021/03/15 20:14:00"
"Aktobe4-KEM-Mega -Centr","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","","C00YR6307YR9","","","","","2014/12/19 12:45:19","2021/03/15 20:14:00"
"Aktobe-55G03-o2 Small","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Moldagulova 52, Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK08","","","","","2020/07/22 20:02:05","2020/10/19 03:05:10"
"Aktobe-5-DPD-Kereeva","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","г. Актобе ул.Кереева 2","CXX3YR00800","","Y","","","2019/03/19 18:40:23","2024/05/03 17:47:44"
"Aktobe5-KEM-Detskie-Tovari","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","","C00YR6307YR9","","","","","2014/12/19 12:47:11","2021/03/15 20:14:00"
"Aktobe-6-DPD-Valikhanova","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","г. Актобе ул.Уалиханова 13","CXX3YR00800","","Y","","","2019/03/19 18:40:23","2024/05/03 17:47:44"
"Aktobe6-KEM-Office -lg","STORE","PHYSICAL","OPERATOR","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","","C00YR6307YR9","","","","","2014/12/19 12:41:19","2021/03/15 20:14:00"
"Aktobe-A-Center-Abulhair-Hana","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Abulhair Hana 99","CXX3YR0080FK","","Y","","","2015/02/02 12:19:34","2019/01/28 03:05:05"
"Aktobe-aircourier-AbylkhairHana 83","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","G069FK69740","","Y","","","2022/05/13 19:49:38","2023/11/27 03:07:29"
"Aktobe-aircourier-AbylkhairHana 83- pack","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","G069FK69740","","Y","","","2022/05/13 19:50:29","2023/08/07 03:06:55"
"Aktobe-aircourier-discont","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","G069FK69740","","Y","","","2022/05/13 19:48:21","2023/07/31 03:06:57"
"Aktobe-aircourier-Main","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","G069FK69740","","Y","","","2022/05/13 17:30:49","2024/03/18 03:06:51"
"Aktobe-aircourier-retail","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","G069FK69740","","Y","","","2022/05/13 19:47:07","2024/03/04 03:07:10"
"Aktobe-ATG-Abylkhair-khan","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Abylkhair khana, 99","CXXYR90YRFK00","","Y","50.283142","57.191509","2012/09/19 18:06:58","2020/06/18 10:12:03"
"Aktobe-Aziya Svyaznoi-Kandyagash","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","mkr.molodezhniy d14","CXX3YR0080YR","","","","","2014/10/23 18:14:42","2019/01/28 03:05:05"
"Aktobe-Aziya Svyaznoi-Khromtau","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Auezova 6B","CXX3YR0080YR","","","","","2014/10/23 18:14:42","2019/01/28 03:05:05"
"Aktobe-Aziya Svyaznoi-Mega","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","ul.Mametova","CXX3YR0080YR","","","","","2014/10/23 18:14:42","2019/01/28 03:05:05"
"Aktobe-Aziya Svyaznoi-Shalkar","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aiteke bi 50a","CXX3YR0080YR","","","","","2014/10/23 18:14:42","2019/01/28 03:05:05"
"Aktobe-Aziya Svyaznoi-Shubarkuduk","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Baiganina 9","CXX3YR0080YR","","","","","2014/10/23 18:14:42","2019/01/28 03:05:05"
"Aktobe-Aziya Svyaznoi-Sputnik","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","ul.Abulhair hana 1","CXX3YR0080YR","","","","","2014/10/23 18:14:42","2019/01/28 03:05:05"
"Aktobe-Aziya Svyaznoi-Zhilgorodok2","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","pr.Mira","CXX3YR0080YR","","","","","2014/10/23 18:14:42","2019/01/28 03:05:05"
"Aktobe-direct ship-3","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Moldagulova 30","CXX3YR00808","","","","","2017/08/16 17:26:06","2019/01/28 03:05:05"
"Aktobe-direct ship-Trade-Abilkayyr-Khana-75","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Abulkhair hana 75","CXX3YR00808","","","50.289003","57.169397","2014/10/07 13:11:37","2022/05/31 18:21:25"
"Aktobe-direct ship-Trade-Abilkayyr-Khana-99","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Abulkhair hana 99","CXX3YR00808","","","50.283024","57.191212","2017/06/19 17:46:54","2023/07/24 03:06:54"
"Aktobe-direct ship-TSUM","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Moldagulova 30","CXX3YR00808","","","","","2014/11/27 13:57:25","2019/01/28 03:05:05"
"Aktobe-DPD-AbulkhairKhana","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","г. Актобе ул. Абулхаир-хана 55а","CXX3YR00800","","Y","","","2019/03/19 18:40:23","2024/05/03 17:47:44"
"Aktobe-DPD-Maresiev-90","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","г.Актобе ул Маресьева 90, Aktobe, Aktyubinskaya, KAZAKHSTAN","CXX3YR00800","","Y","","","2019/12/27 16:21:30","2024/05/03 17:47:44"
"Aktobe-logy-AbulayHana52","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","ave Abulay Hana 52","CXXYR90307YR","","","","","2011/01/13 16:44:22","2015/04/28 18:13:09"
"Aktobe-logy-AbulayHana72","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","ave Abulay Hana 72","CXXYR90307YR","","","","","2011/01/13 16:44:22","2015/04/28 18:13:09"
"Aktobe-logy-AbulhairHana52","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Abulhair Hana 52","CXXYR90307YR","","","","","2015/04/28 14:48:02","2019/01/28 03:05:05"
"Aktobe-logy-AbulhairHana72","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Abulhair Hana 72","CXXYR90307YR","","","","","2015/04/28 14:48:02","2019/01/28 03:05:05"
"Aktobe-logy-Ualihanova","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Ualihanova 13","CXXYR90307YR","","","","","2015/04/28 14:48:02","2019/01/28 03:05:05"
"Aktobe-nokia-Abulkhair hana","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","","","","","KAZAKHSTAN(KZ)","","KAZAKHSTAN","CXX3YR00800","","Y","","","2024/01/17 19:59:52","2024/05/03 19:59:31"
"Aktobe-nokia-Abylkhair-khan","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Abylkhair khana, 55-a","CXX3YR00800","","Y","50.294759","57.159286","2012/09/19 18:06:58","2024/05/03 17:47:44"
"Aktobe-nokia-Ahtanova","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Ahtanova 48","CXX3YR00800","","Y","50.281031","57.229489","2012/09/19 18:06:58","2024/05/03 17:47:44"
"Aktobe-nokia-Batys","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Batys 2, Aktobe, Aktyubinskaya, KAZAKHSTAN","CXX3YR00800","","Y","","","2021/06/30 18:05:36","2024/05/03 17:47:44"
"Aktobe-nokia-Dina","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Moldagulova","CXX3YR00800","","Y","50.2835","57.145213","2014/08/21 17:45:07","2024/05/03 17:47:44"
"Aktobe-nokia-Kereeva","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Kereeva 2","CXX3YR00800","","Y","50.282127","57.218041","2016/03/30 13:51:03","2024/05/03 17:47:44"
"Aktobe-nokia-Ualihanova-4k","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXX3YR00800","","","","","2021/12/07 00:43:42","2024/05/03 17:47:44"
"Aktobe-nokia-Ualikhanova","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Ualikhanova 13","CXX3YR00800","","Y","50.280235","57.226796","2016/03/31 19:51:05","2024/05/03 17:47:44"
"Aktobe-nokia-Ualikhanova-4 D","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","","","","","KAZAKHSTAN(KZ)","","KAZAKHSTAN","CXX3YR00800","","Y","","","2024/01/17 19:59:52","2024/05/03 19:59:31"
"Aktobe-o2-41-Raziezd-uch-270","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","","","2021/07/22 14:44:21","2024/03/14 00:19:26"
"Aktobe-o2-Abylkair Hana-49","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Abylkair Hana 49","CXXYR90YRFK08","","Y","50.296365","57.158303","2014/03/12 14:45:39","2022/05/30 19:53:03"
"Aktobe-o2-Alatau","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Sankibay batyra, 14, Alatau","CXXYR90YRFK08","","Y","","","2012/09/19 18:06:58","2013/05/22 14:57:02"
"Aktobe-o2-Alatau","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Sankibay batyra, 14, Alatau","CXXYR90YRFK08","","Y","50.297193","57.129507","2013/05/22 00:05:42","2020/06/18 10:12:03"
"Aktobe-o2-Dosmukhameduly-59","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","Almaty, Almaty, KAZAKHSTAN","CXXYR90YRFK08","","Y","43.218495","76.927723","2024/03/19 13:41:45","2024/05/13 03:07:06"
"Aktobe-o2-Eset Batyra","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Eset Batyra 99","CXXYR90YRFK08","","Y","50.297866","57.164268","2014/03/12 14:45:39","2020/06/18 10:12:03"
"Aktobe-o2-Kargaly","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","ЖМ ""Каргалы” , д. 29-г","CXXYR90YRFK08","","","","","2019/12/13 14:32:30","2020/06/18 10:12:03"
"Aktobe-o2-Maresieva-92-TRC-Aliya-Center","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Maresieva 92","CXXYR90YRFK08","","Y","50.29023","57.156823","2013/12/20 20:03:37","2023/03/28 20:00:10"
"Aktobe-o2-Mega-Shygys","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","autovokzal, 148, Mega Shygys","CXXYR90YRFK08","","Y","","","2012/09/19 18:06:58","2013/05/22 14:57:02"
"Aktobe-o2-Mega-Shygys","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","autovokzal, 148, Mega Shygys","CXXYR90YRFK08","","Y","50.297315","57.198063","2013/05/22 00:05:42","2022/05/30 19:43:52"
"Aktobe-o2-mkr-Astana-pr-Sankirbay-Batyra-40a","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK08","","Y","43.218495","76.927723","2022/10/13 12:26:02","2023/01/05 20:19:49"
"Aktobe-SISxiaomi-Aina","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Abylkhair khana, 42","CXXYR90YRFK07","","Y","","","2014/03/05 19:34:24","2019/11/22 18:46:09"
"Aktobe-TD-Khromtay","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","ПВЗ Актю. Хромтау","CXXYR90YRFK07","","Y","","","2021/11/25 19:05:32","2024/05/06 03:06:49"
"Aktobe-tesla-Abylkhair-Khana","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK00","","","","","2019/11/20 20:17:27","2023/06/02 18:27:54"
"Aktobe-tesla-Bokenbay-Batyr-microdistrict-Ken-Dala","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Bogenbay batyra 32","CXXYR90YRFK00","","","50.26785","57.184531","2016/11/08 16:35:15","2022/04/27 18:45:24"
"Aktobe-tesla-REG-WH-Main","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","?","CXXYR90YRFK00","","","","","2016/11/08 16:35:15","2024/03/19 18:48:41"
"Aktobe-tesla-Sankibay-Batyr","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aksay - 4, #20","CXXYR90YRFK00","","Y","","","2019/09/02 12:51:40","2024/05/27 20:56:01"
"Aktobe-tesla-Smagulova-5A","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK00","","Y","","","2023/05/24 16:31:05","2024/03/19 18:48:41"
"Aktobe-tesla-Valikhanova","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK00","","Y","","","2020/07/10 19:27:42","2022/05/26 14:18:09"
"Aktobe-vodafone-Abilkair-khana-55а","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","пр-т Абулхаир хана, 55а","CXX3YR008YR6","","","","","2018/09/10 20:40:54","2022/04/13 14:16:23"
"Aktobe-vodafone-Mametovoi-4-Keruen","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","ул. М.Маметовой, 4","CXX3YR008YR6","","","","","2018/09/10 20:40:54","2022/04/13 14:16:23"
"Aktobe-vodafone-prospekt-Abulhair-khana-55a","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXX3YR008YR6","","","","","2021/09/29 18:35:46","2023/06/05 03:06:52"
"Aktobe-xiaomi-8marta","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Магазин Билайн Актобе 8 Марта","CXXYR90YRFK07","","Y","","","2018/03/05 16:39:49","2024/05/27 03:07:05"
"Aktobe-xiaomi-Abylkhair-khan","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Магазин Актобе","CXXYR90YRFK07","","Y","50.29912","57.154688","2012/09/19 18:06:58","2024/03/27 14:11:14"
"Aktobe-xiaomi-Elektron","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","","","2018/03/05 16:51:30","2024/05/27 21:13:49"
"Aktobe-xiaomi-Eset-Batyra","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","","","","","KAZAKHSTAN(KZ)","","KAZAKHSTAN","CXXYR90YRFK07","","Y","","","2018/03/05 16:49:53","2024/05/27 03:07:05"
"Aktobe-xiaomi-Lokomotiv","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Магазин Актобе Локомотив","CXXYR90YRFK07","","Y","50.281821","57.220029","2014/04/10 14:54:08","2022/05/26 20:36:22"
"Aktobe-xiaomi-Mall","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Магазин Актобе Mall","CXXYR90YRFK07","","Y","50.289106","57.193151","2021/09/08 16:51:10","2023/01/23 03:07:30"
"Aktobe-xiaomi-Mega","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Магазин Актобе Мега","CXXYR90YRFK07","","Y","50.289106","57.193151","2012/09/19 18:06:58","2022/05/31 16:15:30"
"Aktobe-xiaomi-Metro","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Магазин Актобе Metro","CXXYR90YRFK07","","Y","50.285022","57.131669","2018/03/01 18:57:25","2022/05/26 20:36:22"
"Aktobe-xiaomi-REG-WH","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Abylkhair khana, 42","CXXYR90YRFK07","","Y","","","2017/10/12 16:52:21","2024/03/27 17:17:14"
"Aktobe-xiaomi-REG-WH","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Baisheva 7","CXXYR90YRFK07","","Y","","","2019/03/05 13:30:49","2024/03/14 01:14:14"
"Aktobe-xiaomi-Zhybek-Zholy","STORE","PHYSICAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","Aktobe, Aktyubinskaya, KAZAKHSTAN","CXXYR90YRFK07","","Y","43.672805","51.159269","2022/05/18 18:19:31","2022/09/13 13:30:37"
"Aktobe-yandex-8Marta","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXX443009YR","","","","","2019/06/05 14:26:04","2024/05/20 03:07:09"
"Aktobe-yandex-Abulkhair-Khana","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXX443009YR","","","","","2019/06/05 14:26:04","2024/05/20 03:07:09"
"Aktobe-yandex-Eset-Batyra","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXX443009YR","","","","","2019/06/05 14:26:04","2024/05/20 03:07:09"
"Aktobe-yandex-REG-WH","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXX443009YR","","","","","2018/09/21 20:10:07","2019/06/05 14:26:03"
"Aktobe-yandex-vodafone-Mega","STORE","PHYSICAL","INDEPENDENT","KZ","KAZAKHSTAN","Southern","Almaty","Almaty","","Almaty(KZ001001002)","","","CXX443009YR","","","","","2018/09/21 20:10:07","2019/06/05 14:26:03"
"Alga-DPD-Nazran","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","г.Алга, 5 мкр д.2 ТД Назран","CXX3YR00800","","Y","","","2019/03/19 18:40:23","2024/05/03 17:47:44"
"Alga-nokia-5 mkr","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","","","","","KAZAKHSTAN(KZ)","","KAZAKHSTAN","CXX3YR00800","","Y","","","2024/01/17 19:59:52","2024/05/03 19:59:31"
"Alga-nokia-Harzan","STORE","VIRTUAL","ELECTRONICS CHAIN","KZ","KAZAKHSTAN","Western","Aktyubinskaya","Aktobe","","Aktobe(KZ002014009)","","mkr 5 TD Narzan 2","CXX3YR00800","","Y","","","2016/07/28 19:22:52","2024/05/03 17:47:44"
